outcome,var_a,var_b,var_c,var_d,var_e,var_f,var_g,var_h
0,690,11244,0,40,1,272855.51,16,4.125
0,810,36084,0,42,2,268847.85,9,3.875
0,661,26420,0,44,1,60626.89,13,5.375
0,788,-1,25,23,2,369262.36,10,4.25
0,686,47894,0,34,2,357589.37,16,4.125
0,785,15940,25,24,2,261567.13,17,3.875
0,723,49620,0,26,2,54292.48,10,4.125
0,706,21780,0,33,2,86000,7,3.75
0,798,44100,0,23,1,55673.19,13,4.25
0,639,41180,0,21,2,52225.81,15,4.125
0,720,41180,0,50,1,168108.8,10,4.25
0,699,41180,0,31,1,145430.34,9,4.5
0,770,36540,0,45,2,188000,4,3.875
0,701,-1,0,39,1,41770.7,11,4
0,769,48900,0,31,2,71633.68,13,4
0,799,43300,0,23,2,99000,3,3.25
0,807,-1,12,29,1,191738.62,11,3.75
0,809,36420,0,22,2,106564.39,13,3
0,770,-1,0,16,2,46000,6,3.125
0,727,45300,0,22,1,35536.6,9,4.5
0,755,-1,0,35,2,197546.85,9,3.875
0,766,15764,25,28,1,398317.34,10,4.125
0,754,-1,12,38,2,203000,5,3.75
0,757,23060,30,26,1,121424.75,12,4.125
0,711,-1,0,38,2,46000,1,3.5
0,817,24340,0,31,2,167720.99,16,3.875
0,762,41740,0,48,1,316658.21,12,3
0,731,40900,25,41,2,460653.56,8,4.5
0,743,14454,0,31,1,249000,4,4
0,800,25540,0,14,1,21818.5,16,3
0,790,48424,25,33,2,385000,5,3.99
0,690,19124,0,23,1,118564.41,9,4.125
0,759,14860,0,28,2,385729.05,8,3.75
0,799,31084,0,45,2,405000,2,4.625
0,644,-1,0,31,2,51014.87,8,3.875
0,774,35840,0,43,2,236215.65,12,4.125
0,693,37100,0,41,1,588187.02,13,4.125
0,816,40140,0,46,1,206552.87,10,3.25
0,796,26420,0,29,2,224000,6,2.875
0,709,31084,0,45,1,295269,12,4.125
0,683,15764,0,36,1,342000,6,3.25
0,766,31084,0,18,2,122326.34,10,4.75
0,799,11244,0,29,2,267000,5,4
0,668,14740,0,42,1,350545.79,13,4.125
0,648,47894,0,45,2,337642.96,16,4.625
0,727,25260,0,45,1,97756.93,12,4.25
0,784,19804,0,32,1,55863.27,13,4.375
0,702,-1,30,30,1,55142.84,9,4.375
0,691,35380,0,15,1,182749.54,10,4.375
0,718,41884,0,50,1,189231.23,14,3.875
0,763,31420,0,42,1,167732.2,14,4
0,773,46520,0,44,2,490215.67,9,4
0,701,38060,0,37,2,119095.43,14,4.125
0,779,33700,0,39,2,298000,4,3.875
0,763,31084,0,50,1,398107.83,14,3.875
0,790,11460,25,34,2,415000,4,4.125
0,765,19804,30,31,2,101850.56,9,4.25
0,639,16974,0,24,1,90821.64,11,4.75
0,725,13020,30,41,1,107116.72,14,3.875
0,730,-1,30,33,1,228674.63,14,4.5
0,768,30700,0,22,1,148577.79,12,3
0,753,31540,30,35,2,234511.38,11,3.875
0,817,12060,0,42,1,142467.72,8,4.25
0,756,42644,0,35,1,305366.18,11,3.875
0,621,23580,30,33,2,319628.59,9,4.625
0,801,27980,0,31,1,524000,6,4.125
0,794,33460,0,32,1,225990.57,10,4
0,690,16940,0,39,2,207000,4,4.625
0,655,40900,0,36,1,215000,6,4.5
0,711,31084,0,35,1,511000,3,4.75
0,699,11244,0,47,2,256642.15,8,4.75
0,819,32780,0,32,1,305316.5,8,4.875
0,803,37620,25,29,2,180693.11,13,3.95
0,720,19780,0,19,2,160219.97,9,3.125
0,643,19740,0,45,1,241001.04,15,4.25
0,784,24340,0,41,1,129573.65,9,4
0,791,28140,0,22,2,51960.86,10,3.125
0,774,32820,30,48,1,254679.62,16,3.75
0,782,41620,0,43,1,347474.41,10,4.125
0,778,18700,0,32,1,189585.86,11,4
0,704,36740,0,38,1,101304.83,16,4.875
0,817,19780,0,16,2,137863.62,10,3.125
0,785,41740,0,49,1,492000,5,4.625
0,785,42644,25,42,2,383571.28,9,4.25
0,736,-1,0,23,2,106175.86,12,4.875
0,810,33220,25,39,1,196838.38,10,3.75
0,727,41884,0,40,1,430567.62,10,3.375
0,727,41620,25,33,1,255125.45,13,4.375
0,623,19740,30,45,2,292699.15,8,5.25
0,689,15764,0,49,2,335954.5,10,3.5
0,686,15764,0,44,2,332409.84,9,3.625
0,809,16974,0,24,1,176000,5,3.375
0,771,11244,0,36,2,315360.2,9,4.125
0,784,45300,30,39,1,255215.42,16,4.25
0,641,44700,0,38,1,128081.21,12,4.5
0,789,49420,0,24,2,400930.13,10,3.5
0,764,15764,0,41,1,321204.61,8,3.375
0,789,41620,0,49,2,120000,7,4.375
0,789,11244,0,45,2,413000,7,4.125
0,727,41884,0,45,1,353000,7,4.25
0,823,11244,0,22,2,610870.5,12,4.125
0,764,19380,0,32,2,192000,6,4.75
0,776,40140,0,30,2,200026.9,14,4.75
0,801,33340,12,15,2,207000,4,4.625
0,735,27500,0,41,2,82000,2,4.75
0,769,48424,30,35,1,324562.17,9,4.25
0,683,16700,30,39,1,114903.86,10,4.5
0,699,14454,0,42,2,410527.16,11,4.5
0,823,31084,0,44,1,342449.44,15,4.125
0,773,46700,0,40,2,221845,11,4.375
0,755,33874,0,40,2,406952.36,12,4.25
0,744,33460,12,38,1,132573.6,14,4.125
0,799,40580,12,25,1,180927.85,8,3.25
0,748,19780,6,20,1,90377.14,16,3.99
0,696,38300,0,45,2,205310.4,11,3.75
0,696,24660,0,29,2,198673.12,13,3.99
0,799,10580,0,37,1,76441.46,8,3.75
0,738,36084,25,36,1,354000,6,4.375
0,781,31084,0,44,2,474224.13,12,4.05
0,697,47664,12,19,1,281399.86,10,4.625
0,809,42644,0,27,1,308171.58,12,4.25
0,786,20100,0,28,2,188000,6,4.625
0,669,11244,0,37,2,285123.25,9,3.75
0,767,31084,0,50,1,391381.91,9,4
0,735,25540,0,45,1,228872.5,13,4
0,744,39300,0,43,1,339714.77,10,3.875
0,729,41180,25,45,1,176865.12,8,3.375
0,776,13740,0,40,2,326000,5,3.875
0,711,19740,30,32,2,375000,6,4.75
0,798,36540,30,28,1,182761.86,10,3.875
0,638,19740,0,33,2,193106.14,15,3.95
0,772,16974,0,45,2,409594.03,8,3.75
0,728,11244,0,43,2,412136.99,9,4
0,796,17140,30,40,1,147910.44,10,4.25
0,779,35614,12,45,1,490000,5,4.125
0,780,37100,0,38,2,368000,6,4.125
0,790,41740,0,17,1,349243.21,8,3.75
0,795,33874,0,32,2,402191.02,13,3.875
0,791,39580,12,25,2,173152.78,12,3.125
0,692,31084,0,45,1,280506.1,11,4.125
0,744,36084,0,30,1,454462.25,10,4.5
0,683,12420,0,29,1,284048.05,9,3.125
0,701,29404,0,44,1,309000,6,4.125
0,701,35004,0,49,2,324000,7,4.25
0,770,17140,30,30,2,130000,7,4.25
0,709,33460,0,47,1,256045.62,11,3.775
0,693,15764,0,25,1,630227.08,9,4.125
0,759,38900,30,28,2,368783.91,13,4.125
0,767,39580,0,32,2,416000,2,4
0,784,41740,0,21,2,369000,5,4.09
0,745,19780,0,48,2,352120.21,10,3.875
0,757,29820,0,25,1,342670.48,9,4.125
0,791,41884,0,29,2,392681.56,14,4.25
0,715,11244,0,48,1,314000,5,3.25
0,791,36084,0,17,1,212007.99,8,4
0,672,39460,0,42,2,132827.7,11,5.25
0,817,16540,0,21,2,75565.24,15,4.125
0,758,12580,30,34,1,207717.38,12,4.375
0,712,40060,30,37,2,354931.63,11,4
0,789,29200,0,26,1,63737.53,14,3.625
0,788,41940,0,44,1,572019.61,8,3.25
0,792,45060,0,46,2,132000,2,3.875
0,675,40140,0,29,2,145612.49,13,4.5
0,801,-1,0,30,1,77023.25,12,3.5
0,711,45300,0,42,2,118280.42,9,4.75
0,719,36084,0,41,2,613106.15,13,4.05
0,711,38060,0,44,1,131943.73,16,4.25
0,754,35084,0,24,1,129415.44,10,4.25
0,740,40900,0,31,1,388000,7,4.25
0,679,36540,0,38,2,141570.53,9,4.875
0,749,20500,0,23,2,160563.43,11,3.875
0,797,38300,0,38,2,50263.28,14,4.25
0,799,17140,0,33,1,118062.7,12,3.99
0,731,20220,0,43,2,200290.18,9,2.875
0,760,41700,0,20,1,143005.13,13,4.5
0,656,36084,0,44,2,534338.21,16,4.75
0,778,41884,0,35,2,619000,3,4.75
0,720,15764,0,32,1,425000,5,4
0,667,10740,0,41,1,157449.12,9,5
0,807,11700,0,29,1,402000,4,4
0,751,41884,0,46,1,373827.52,15,3.5
0,771,19804,0,50,1,80103,12,4.75
0,778,34980,0,17,1,239642.23,8,3.25
0,670,41180,0,31,1,59772.77,15,3.875
0,707,17020,30,26,1,211972.57,12,4
0,789,38060,0,20,1,408164.63,10,4
0,712,41700,0,44,1,366629.95,12,4.625
0,805,33700,0,31,2,87000,5,4.625
0,697,44700,0,39,2,347552.9,13,4.75
0,778,16974,0,46,1,195227.67,11,4.25
0,772,19740,0,22,2,327000,6,4
0,703,31084,0,43,1,212206.9,10,4.125
0,740,35614,25,45,2,562000,5,4
0,743,40900,0,50,2,295472.85,12,4.375
0,730,31540,30,31,1,210597.6,11,4.125
0,752,23420,0,22,1,41358.3,10,4.125
0,683,31084,0,45,2,254513.83,12,4.45
0,742,33874,25,40,1,333251.8,10,4.25
0,801,36084,0,42,2,381682.29,12,2.75
0,729,40140,0,43,1,197245.31,11,4.375
0,787,35380,0,24,2,186502.22,12,4.375
0,777,12580,0,41,1,265000,5,4
0,759,-1,0,16,2,173100.8,12,3.875
0,701,17820,0,28,2,250000,6,4.75
0,660,38900,30,30,2,245623.24,15,4.375
0,690,31084,0,38,1,244257.59,12,4.375
0,686,47664,0,18,2,229497.62,10,4.375
0,657,40140,0,30,1,237176.38,10,4.625
0,788,39340,0,26,2,185742.25,13,4.125
0,716,42034,0,42,2,222949.06,8,4.625
0,739,41180,0,27,2,289565.22,9,3.625
0,753,22660,0,34,2,295000,5,3.375
0,695,40140,0,31,1,324845.92,15,4.75
0,679,11244,0,46,2,268000,7,3.75
0,779,26900,0,45,2,415000,4,4.25
0,779,-1,0,44,1,373489.84,9,4.125
0,745,11244,0,29,2,617000,7,4.25
0,714,27260,0,45,1,268653.95,10,4.375
0,815,19124,0,22,2,414000,6,3.99
0,797,34980,0,39,2,345069.76,12,4.125
0,740,40900,0,45,1,396608.34,14,4.25
0,707,13460,0,45,1,202639,10,4.25
0,767,47664,0,44,1,273861,10,2.907
0,792,19124,0,49,1,241000,5,4.625
0,807,14260,0,42,1,148113.49,10,4.25
0,650,26420,30,41,1,120476.04,12,4.625
0,686,17420,0,43,2,73000,5,4.375
0,739,35614,0,37,2,476000,7,4.125
0,736,40140,0,41,1,192823.93,9,4.25
0,802,16974,0,12,2,223000,6,4.125
0,724,16700,0,38,1,95000,6,4.625
0,745,48900,0,40,2,94928.63,9,4.25
0,687,-1,0,28,1,89612.35,9,4.5
0,744,19124,0,44,1,186000,6,4
0,680,35980,0,39,1,180261.99,9,4.25
0,786,17140,0,42,2,216000,5,3.875
0,798,38900,0,36,2,389013.54,13,4.625
0,746,15764,0,31,2,380168.67,10,3.875
0,727,41700,0,26,2,150000,1,4.125
0,792,40140,0,31,2,162966.76,16,3.875
0,677,16974,0,36,1,362444.95,12,4.5
0,787,12940,0,39,2,168523.69,11,3.25
0,708,19740,0,35,1,391000,6,4
0,749,47894,30,29,2,412193.65,9,4.25
0,762,44700,0,33,1,128910.22,9,3.75
0,753,39580,0,29,1,253000,1,5.125
0,752,-1,0,19,1,123467.68,13,4.25
0,772,19124,0,16,1,311537.05,12,4.375
0,788,-1,0,47,1,76809.5,8,4
0,708,-1,0,15,1,60000,2,4
0,799,-1,0,20,1,159142.15,13,3.99
0,706,26420,0,23,2,270230.69,15,4
0,756,42220,0,37,2,387787.36,12,4.125
0,765,47894,0,16,2,509209.24,12,4.125
0,736,40140,25,35,2,360484.86,14,4.5
0,742,39340,25,40,1,290839.01,10,4
0,770,41700,6,41,1,275000,4,4.125
0,787,44060,0,37,2,318947.79,9,4.125
0,699,36100,30,29,1,73655.81,16,4.5
0,681,39900,12,39,1,184000,5,4.125
0,758,19780,0,38,2,298000,5,4
0,703,36740,0,36,2,73303.58,16,3.875
0,800,35300,0,23,2,396673.41,12,3.125
0,691,31084,0,43,1,329128.15,9,4.25
0,801,33460,0,40,2,26000,2,4
0,820,-1,0,18,1,44458.54,13,3.75
0,663,33124,0,43,2,211375.41,13,4.25
0,786,42200,30,37,1,341975.6,9,4.3
0,774,29820,25,43,1,223000,6,4.375
0,778,47894,30,18,1,336289.01,9,4.375
0,751,39140,0,25,2,182000,7,4.375
0,673,31084,0,42,2,232021.25,15,4.375
0,762,-1,0,37,1,258954.02,15,3.375
0,811,38060,0,13,2,70000,5,3.25
0,684,33874,0,33,2,166677.09,13,4.125
0,681,33460,0,36,1,194621.48,16,4.875
0,807,17140,0,11,2,123740.43,12,3.25
0,730,31084,12,39,2,332660.92,10,4
0,696,31084,0,31,1,73402.04,15,3.875
0,769,33460,6,40,1,233261.43,11,3.875
0,704,36420,30,31,1,216364.17,15,4
0,701,38060,0,30,2,181206.82,9,4.375
0,816,39340,0,34,1,98000,7,4.625
0,753,10420,0,35,2,201547.09,8,3.125
0,741,42644,12,41,2,252569.1,8,4.375
0,671,12540,0,17,2,206000,6,4.625
0,765,29620,0,25,1,101973.2,16,3.375
0,761,38900,0,31,1,93000,3,3.25
0,705,38060,0,26,2,231170.12,9,3.125
0,778,33460,0,42,1,90950.4,9,4.125
0,742,11244,25,41,1,500466.83,10,4.375
0,681,31084,0,34,2,316150.09,10,4.5
0,796,24300,0,41,1,162473.02,14,4.25
0,790,40900,30,29,2,384706.78,13,4.125
0,765,42644,0,34,2,332763.33,10,4.125
0,768,35004,0,48,1,130000,3,4.125
0,771,19300,0,33,2,340512.5,14,4.125
0,766,13820,25,15,1,197174.26,10,4
0,781,41940,0,36,2,288099.36,10,3.125
0,674,20260,0,30,1,68793.75,13,4.125
0,728,40900,0,21,1,178000,7,4.25
0,774,41740,0,40,2,296577.44,9,4.125
0,765,35614,30,43,1,319000,7,4
0,768,40900,0,42,1,320000,6,3
0,702,26420,0,42,1,6850.46,8,3.125
0,788,10580,0,27,2,147353.75,11,2.75
0,771,49340,0,36,1,355000,4,3.125
0,785,34820,0,33,1,131414.26,12,3.375
0,807,48620,0,10,2,26791.53,8,3.125
0,770,16974,0,38,2,161465.75,11,3.375
0,783,42644,0,39,2,344000,7,3.25
0,775,42644,0,41,1,272000,7,3.375
0,702,12060,25,31,1,331115.76,11,4.25
0,736,28140,0,28,2,151000,4,4.25
0,709,35614,0,46,1,417000,2,4.25
0,718,47894,0,45,2,617006.6,11,4.125
0,776,46060,30,32,2,117642.97,8,4.5
0,696,29820,0,20,1,405524.98,9,4.375
0,759,11244,0,46,2,447000,6,4.625
0,757,37340,0,46,2,147000,1,3.99
0,781,16974,30,33,1,287427.34,10,4.25
0,703,38900,0,29,1,415000,5,4.099
0,720,36084,0,46,2,611160.67,12,4.125
0,712,47664,0,37,1,219043.56,14,4.3
0,793,19804,30,29,2,390372.54,9,3.974
0,796,36500,30,34,2,280000,2,4.125
0,755,47460,0,31,1,141872.63,11,4.125
0,791,33700,0,37,1,295559.1,10,4.125
0,800,38900,30,40,2,307774.44,11,4.125
0,798,22900,30,25,1,239424.88,9,4
0,754,31084,25,47,1,326356.27,14,3.75
0,782,19124,0,37,2,390762.72,16,3.75
0,775,19124,0,31,1,110902.04,14,4.125
0,762,-1,0,36,2,103638.4,14,4.25
0,764,45780,0,30,2,104000,4,4.375
0,783,31084,0,31,2,585512.09,9,4.18
0,724,16974,0,38,2,409719.93,13,4.05
0,669,36084,0,31,1,320346.75,9,4.25
0,802,41884,0,13,1,117850.86,9,4.25
0,799,22380,25,39,1,264007.14,11,4.25
0,802,27260,0,13,2,2608.27,10,4.375
0,639,29404,30,32,1,188804.22,13,4.5
0,699,41420,30,35,1,139262.45,13,4.49
0,723,48300,30,26,2,226610.15,11,4.125
0,644,47894,0,27,1,240135.12,9,4.25
0,675,33460,0,41,2,129000,6,3.75
0,751,47664,30,25,1,127387.91,9,4.25
0,680,37100,0,42,2,371000,7,4.125
0,728,45300,30,45,1,128003.53,13,4.375
0,773,22660,0,48,2,146000,7,4.5
0,805,36420,0,10,2,149000,6,4.25
0,803,11244,0,26,1,296501.38,9,4
0,663,12420,0,36,1,156355.11,11,3.375
0,714,24340,0,28,2,215465.45,9,4.25
0,804,-1,0,33,2,67319.26,9,2.875
0,790,38060,25,24,1,279251.41,8,4.125
0,808,27260,0,23,2,136539.85,13,4.5
0,727,39820,0,44,2,137614.85,8,4.125
0,794,31084,0,28,1,553749.28,8,4.25
0,672,42644,0,34,2,129582.31,11,4.125
0,694,12700,0,43,2,353397.26,10,4.125
0,786,35004,0,42,2,375000,5,5
0,785,42644,0,23,2,423613.43,12,4.125
0,733,35614,0,44,1,209073.56,12,4.875
0,727,42644,25,32,1,464000,4,4.125
0,810,36740,0,40,1,183651.41,8,4.125
0,757,14454,25,41,2,342000,7,4
0,750,42020,30,35,2,316390.13,9,4.5
0,647,23104,25,43,2,58276.16,8,4
0,816,44180,0,45,1,112000,5,4.25
0,714,14454,0,29,1,202907.81,9,4.75
0,787,16974,0,41,1,217015.61,8,4.125
0,813,31084,0,24,1,263756.17,9,4.125
0,720,36500,30,24,2,333341.49,14,4.625
0,704,15764,0,25,2,334000,7,3.75
0,750,26420,0,50,1,181268.52,15,4
0,765,19740,30,26,1,374559.25,10,4.25
0,765,-1,30,48,2,101000,3,4.375
0,771,23104,0,39,1,206000,6,3.625
0,699,40484,0,48,2,324178.47,13,3.99
0,778,12060,0,26,1,214865.43,14,3.58
0,816,22660,0,40,1,101601.1,9,4
0,769,40140,0,43,2,293196.65,8,3.75
0,779,40900,0,27,2,445242.56,10,4.625
0,715,16700,6,42,2,253000,6,3.625
0,680,15764,0,47,1,202721.79,11,4.25
0,803,25540,12,24,2,210515.19,9,3.75
0,782,31084,0,48,2,402161.51,9,2.99
0,711,23104,0,24,1,77041.75,14,4.5
0,648,26900,0,45,1,120227.78,12,4.45
0,670,-1,0,38,1,166468.64,8,4.625
0,786,40900,0,27,2,317836.46,9,3.999
0,797,16974,0,17,2,203288.07,10,3.99
0,743,36084,0,10,2,303834.7,9,3.875
0,816,40900,0,40,1,348155.95,14,3.625
0,790,31084,0,27,1,222433.1,8,4.125
0,743,39460,0,50,2,146275.44,10,4.25
0,674,41700,0,45,1,296000,1,4.875
0,677,28140,0,46,2,209787.15,9,4.625
0,762,16974,0,40,2,275320.45,10,3.875
0,778,29420,0,18,1,99000,6,4.625
0,742,38900,0,29,2,295707.01,11,4.125
0,667,26420,0,42,2,114000,6,4.75
0,812,40140,0,39,2,139000,4,4
0,731,13460,0,30,1,358945.45,9,3.17
0,813,21340,0,13,1,3275.12,16,4.625
0,708,41740,0,44,2,495000,7,4.5
0,800,31084,0,45,2,391070.37,9,3.625
0,768,12940,30,36,2,225672.69,13,3.75
0,800,42644,0,25,1,286000,7,2.875
0,776,16740,30,41,1,202470.42,8,4.875
0,770,47664,30,25,1,129901.73,13,4.75
0,659,12060,0,25,2,295764.36,10,3.625
0,752,40140,0,37,1,184000,6,4.25
0,692,47894,0,38,2,564339.2,11,4.5
0,803,41940,0,42,2,307535.86,10,3.875
0,768,36540,0,47,1,149207.38,16,4.125
0,728,-1,30,43,1,61000,5,4.25
0,750,35840,0,45,2,86545.01,10,4.375
0,670,14500,0,41,1,366379.21,12,4.5
0,661,-1,0,28,1,61823.48,15,2.875
0,731,19740,0,41,2,245232.46,9,4.25
0,775,33460,12,19,2,364000,7,4.125
0,690,16700,0,25,1,356000,7,4
0,791,35840,30,38,1,215441.21,11,4.25
0,762,40060,25,40,1,306947.96,8,4.25
0,743,21780,0,44,1,84008.76,9,4
0,720,33460,0,50,2,186000,3,5
0,757,26900,0,25,2,354812.86,11,3.625
0,623,11244,0,40,1,312255.81,11,4.625
0,692,42200,0,44,2,336205.75,9,4.25
0,767,14010,0,35,2,196000,4,3.75
0,801,36084,0,42,1,440000,7,4.25
0,744,44700,0,45,1,295034.55,14,4.18
0,762,23420,0,42,1,161000,6,4.25
0,692,17460,0,32,1,248236.31,9,4.375
0,766,31540,30,34,2,204000,5,4.375
0,735,19804,0,38,1,190000,4,3.99
0,759,48424,30,36,1,170609.15,9,4.375
0,801,22744,12,36,1,226140.35,8,4.375
0,694,28140,0,34,2,131166.99,9,4.75
0,775,33460,6,31,2,201000,7,3.25
0,803,45300,0,26,2,130771.48,10,3.75
0,794,30980,0,43,1,112109.02,9,3.75
0,818,-1,0,44,2,121000,7,4.125
0,811,10580,0,42,2,70000,5,3.875
0,719,19740,0,38,1,412588.18,8,3.94
0,740,33460,0,27,1,217686.55,14,5.25
0,718,36084,0,33,1,282000,7,4.125
0,790,41740,25,30,1,541074.29,11,4.25
0,770,37100,0,50,1,236900.01,11,3.875
0,674,22744,25,33,1,396027.16,15,4.375
0,749,23104,30,26,2,169369.86,8,4.375
0,742,37100,0,50,2,467148.93,14,4
0,786,11244,0,26,1,386000,6,3.75
0,763,38900,0,39,1,409272.68,13,4.125
0,724,36084,0,34,2,465700.4,14,4.5
0,735,44180,12,37,2,295000,3,3.75
0,718,37100,0,18,1,403327.86,9,3.75
0,800,11180,30,49,2,147000,7,3.75
0,782,36084,0,48,1,392000,3,3.875
0,662,12580,0,39,1,320000,5,4.625
0,635,37100,0,34,2,511914.75,10,4.875
0,748,16974,25,42,1,186000,6,4.125
0,712,32580,0,46,1,98000,4,4.5
0,731,41884,0,29,1,307761.58,9,3.875
0,724,41940,0,36,1,555835.64,9,3.75
0,730,31084,0,48,1,236489.68,11,4
0,737,19740,0,37,1,245000,7,3.875
0,803,19124,0,34,1,392232.7,11,3.875
0,786,29404,0,24,2,204546.87,10,3.75
0,767,47664,30,44,2,229341.92,11,4.375
0,770,41420,0,42,2,412163.93,9,4.125
0,769,14454,0,24,2,362291.18,8,4.125
0,780,29820,0,36,1,251812,10,4.375
0,802,42644,0,44,1,302065.82,10,4.125
0,767,11244,0,45,1,185913.53,11,3.875
0,776,21660,0,42,1,172518.09,8,5
0,631,36084,0,43,1,406000,3,4.5
0,750,41180,0,33,2,168640.86,11,3.875
0,774,47260,0,19,2,291993.12,15,3.625
0,746,26900,25,36,1,112000,5,3.125
0,752,26420,0,23,1,413000,7,3.875
0,768,36084,0,18,2,621000,6,4.5
0,729,19740,25,26,1,335077.78,9,3.875
0,653,47664,0,32,1,289510.38,15,4.875
0,754,42020,0,24,1,272663.53,11,4.125
0,753,30780,0,41,2,62201.4,12,4.875
0,788,11244,0,42,1,487530.86,13,4.875
0,730,42644,0,15,2,318542.71,9,3.5
0,801,31084,0,40,1,219826.53,9,3.99
0,752,14454,0,23,2,296881.54,14,4.18
0,661,12420,0,42,1,410523.39,8,4.625
0,764,40900,0,33,2,395000,3,4.875
0,703,19740,0,43,1,245146.92,10,4.75
0,672,10420,30,38,2,230606.68,13,4.125
0,726,31140,0,35,1,261000,7,3.875
0,760,24340,0,24,2,124000,7,3.875
0,716,41940,0,39,2,531116.43,11,4
0,771,41940,0,33,1,547000,7,3.875
0,733,45300,0,39,2,70000,3,3.625
0,772,38060,0,21,2,176000,7,4.125
0,752,37964,0,17,2,269974.85,13,4.125
0,698,18140,0,39,1,107371.21,15,4.5
0,746,27140,30,42,1,160667.47,11,4.125
0,786,-1,0,42,2,102259.06,13,3.875
0,788,31340,0,29,2,115766.58,10,3.125
0,764,22540,25,17,1,79009.86,12,4.25
0,676,18140,0,33,1,108782.63,16,4.375
0,697,14454,25,48,2,270294.79,12,4.375
0,693,19780,30,44,2,284331.55,11,4.125
0,680,36420,12,33,2,168359.56,8,4.375
0,693,39580,30,36,2,324766.21,13,4.875
0,719,41940,12,35,1,368000,7,4.625
0,808,41180,30,19,2,162000,4,4
0,790,33340,0,19,2,223000,5,3.75
0,772,42644,0,36,1,184325.05,9,4
0,692,22380,0,38,2,194565.25,11,5.375
0,781,31460,0,43,2,158835.31,13,4.125
0,797,31084,0,35,1,188018.8,11,4.125
0,801,41940,0,40,1,618144.28,9,4
0,779,41884,0,43,1,238810.68,10,3.99
0,788,48900,12,22,1,192942.98,8,4.375
0,712,19740,0,37,2,235622.65,13,4.625
0,811,19740,0,29,1,276283.08,11,4.625
0,788,16580,0,9,2,190572.82,8,4
0,709,41620,30,45,2,344000,5,3.875
0,716,40900,25,42,2,372770.72,8,4.625
0,688,12060,0,42,1,406983.38,9,3.375
0,764,36260,6,43,1,152411.34,15,2.875
0,691,35614,0,44,1,284518.41,11,3.625
0,760,38900,0,43,1,279021.91,11,3.375
0,774,36500,0,45,1,375871.92,14,3.5
0,790,10420,0,30,1,74799.92,15,3.5
0,635,26420,0,39,1,72830.02,8,4.625
0,718,-1,30,30,2,115419.07,11,3.875
0,713,27740,0,22,1,59978.13,14,3.625
0,733,19740,0,44,1,138955.81,12,4.625
0,678,26900,25,34,2,132447.33,14,4.125
0,669,41740,0,36,2,560000,5,4.875
0,790,35614,0,35,1,307923.06,14,3.99
0,797,31540,0,41,1,143577.1,13,4.25
0,817,11244,0,37,2,556598.51,11,3.99
0,778,19740,0,43,1,219000,6,3.99
0,665,29820,0,30,1,162790.08,11,4.5
0,732,31084,25,34,2,506000,5,4.5
0,768,34940,0,41,1,124530.62,10,4
0,652,40140,0,45,1,103484.23,12,4.625
0,784,40140,0,33,2,314000,7,4
0,692,-1,0,43,1,139987.73,10,4.25
0,803,39340,0,40,1,410766.68,11,3.875
0,748,19740,0,40,1,156757.03,9,4.25
0,787,47894,0,28,1,337000,6,3.875
0,738,19740,0,45,1,229412.06,11,4.125
0,649,35380,0,34,1,112095.07,9,4.125
0,695,12940,6,42,1,112000,7,4.375
0,822,31084,0,39,1,297000,7,4.125
0,799,20994,0,27,2,342858.87,8,3.875
0,782,23844,0,27,2,125896.11,12,4.375
0,740,14454,0,44,2,447000,6,4
0,774,33340,0,39,2,317000,2,4.375
0,776,31084,0,29,1,372000,6,4.375
0,755,16974,25,36,1,279000,6,3.99
0,782,-1,25,39,1,101564.64,14,4.125
0,632,-1,0,27,2,117745.09,9,3.25
0,706,19804,30,37,2,111000,3,4.625
0,741,40900,0,13,2,324004.34,9,3.75
0,797,19780,25,33,2,341743.87,10,3.75
0,748,23420,0,39,2,68967.19,13,5
0,760,22420,30,25,2,342092.63,10,3.875
0,802,47894,30,37,1,137695.06,11,4.25
0,715,19740,0,37,1,206119.29,15,4.625
0,790,41700,30,29,2,329432.76,11,4.5
0,668,46060,0,32,1,123990.49,8,5.25
0,812,38060,0,22,2,116000,4,5
0,729,-1,0,22,2,311293.48,9,4.375
0,701,12060,0,44,1,411032.75,11,4.125
0,783,11460,30,41,2,350482.36,9,4.375
0,793,18880,0,34,2,407296.69,14,3.875
0,705,13460,0,38,2,374396.56,9,4.375
0,776,47894,25,49,2,591171.05,9,4.25
0,764,38900,0,32,2,299337.28,15,4.125
0,729,22744,30,37,1,315101.79,12,4.125
0,711,12060,0,44,2,248112.58,12,4.25
0,720,15804,0,38,1,309406.14,12,4.125
0,778,31084,0,48,1,446000,7,4.25
0,660,22744,0,40,1,347000,5,4.25
0,775,19740,30,46,1,234026.28,11,4
0,747,33340,0,35,1,206183.15,10,4.125
0,777,40900,12,40,2,357806.23,8,4.375
0,716,36084,25,34,2,600741.5,12,4.5
0,801,-1,0,28,2,165000,2,4.25
0,788,31084,30,37,1,281335.84,10,4.125
0,774,-1,0,49,2,197428.65,10,4.125
0,770,36084,0,42,1,573776.99,10,4.125
0,684,42020,25,41,1,485913.42,8,4.25
0,760,41740,0,35,1,299775.27,8,3.75
0,712,-1,0,41,1,274000,2,4.75
0,726,33700,0,44,1,200842.55,16,4.5
0,698,35084,30,33,2,412531.22,8,4.625
0,800,38060,0,39,2,358000,5,4.875
